FID,Name,Park_ID,Classification,Type_of_park,Address1,Address2,Address3,City,Zip,geom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.60,Schooley Mill Park,SMP,County Parkland,REGIONAL,,,,HIGHLAND,20777,"POLYGON ((1325558.2357805565 545133.4320228702, 1325624.963182388 545238.4984143564, 1325624.3778543014 545240.2543986121, 1325206.1609366818 546594.1182620884, 1324550.8861441354 546499.8804402079, 1323812.7874273818 547497.5721632012, 1323759.5225715346 547486.7435936095, 1323709.184356119 547484.1096172283, 1323655.334172183 547487.328921687, 1323597.3866916439 547500.2061395872, 1323516.3187517002 547523.033934958, 1323059.470180388 547669.9512845988, 1322947.3798518723 547697.4617046594, 1322838.2161637915 547333.6802990575, 1322837.923499747 547331.9243147878, 1323282.4801812472 546393.0580644567, 1322832.0702188849 546031.0326431291, 1322830.899562711 546029.5693229074, 1322631.0100212593 545777.8782458239, 1322547.0154408829 545689.2010407585, 1322419.1212540392 545581.5006728818, 1322322.542119809 545660.5199645337, 1321989.1977746973 545014.6104213676, 1322434.6324483275 544778.430538561, 1323276.626900385 544198.9557331806, 1323689.5758652275 543661.624550017, 1324384.652967641 543992.334918743, 1324386.4089519007 543992.9202468297, 1324806.381853779 544194.5657725297, 1324886.571801594 544232.9047622007, 1325200.014991778 544408.2105240276, 1325822.2187474514 544755.8954072426, 1325823.974731712 544756.7733993775, 1325838.9005979085 544765.260656622, 1325837.7299417385 544766.4313128003, 1325826.0233800106 544781.9425070817, 1325823.9747317093 544784.5764834769, 1325603.013379155 545074.6065502081, 1325558.2357805565 545133.4320228702))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.61,West Side Garden Plots,WGP,County Parkland,COMMUNITY,,,,Columbia,21046,"POLYGON ((1346644.972751466 552572.9519990102, 1346212.7079597793 552956.6345595397, 1346212.7079597793 552956.6345595397, 1346141.5905972992 552740.3558316745, 1346058.1813450095 552751.4770653143, 1346023.061659835 552521.4431274189, 1346254.5589179453 552489.5427467213, 1346608.0970820356 552412.5721033779, 1346610.4383943782 552423.1080089263, 1346644.972751466 552572.9519990102))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.62,Robinson Nature Center,RNC,Natural Resource Areas,NATURAL/Cent,,,,Columbia,21044,"POLYGON ((1341668.5133622393 555551.3939658529, 1341756.3125751743 555302.044201112, 1341772.4090975453 555157.7608278525, 1341846.1604364133 554795.4427424676, 1341876.8901609401 554666.9632275422, 1341833.5758825573 554508.046652127, 1341879.2314732857 554414.1014942806, 1341984.2978647642 554334.2042105078, 1342148.482392958 554242.3077009745, 1342404.8560947308 554301.7185017281, 1342413.9286800658 554324.2536330417, 1342466.0228797444 554453.6111401065, 1342702.2027625428 555036.3052499595, 1342704.2514108436 555040.6952105964, 1342187.1140466502 555295.3129281185, 1341853.1843734477 555458.9121282281, 1341668.5133622393 555551.3939658529))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.63,Hammond Park,HAM,County Parkland,COMMUNITY,,,,LAUREL,20723,"MULTIPOLYGON (((1346258.948878592 537887.9483073252, 1346257.1928943323 537889.4116275421, 1346197.7820935773 537945.6031238231, 1346197.4894295367 537946.1884519052, 1346195.733445278 537947.3591080694, 1346180.2222509917 537962.2849742781, 1346164.125728618 537977.503504516, 1346131.6400198347 538008.2332290494, 1346129.8840355747 538009.4038852137, 1346121.3967783223 538015.2571660816, 1346119.3481300236 538017.0131503466, 1346109.9828806422 538023.7444233308, 1346107.3489042525 538025.5004075958, 1345874.3883259315 538194.0748964339, 1345599.57678944 538295.0439913032, 1345603.966750085 538412.4022725981, 1345603.966750087 538413.8655928104, 1345603.0887579583 538415.6215770708, 1345600.7474456117 538419.1335455868, 1345661.3289025389 538586.5373782468, 1345789.2230893825 538599.4145961514, 1345808.2462521847 538592.6833231581, 1345831.3667115923 538584.1960659135, 1345849.8045463066 538577.4647929154, 1345869.4130371956 538570.4408558832, 1345891.6555044726 538562.5389267209, 1345917.1172762238 538553.1736773461, 1345884.63156744 538462.7404880064, 1345884.6315674398 538462.4478239677, 1345921.7999009138 538452.2045824628, 1346018.6716991886 538434.0594117861, 1346020.4276834468 538433.7667477521, 1346021.8910036625 538433.4740836993, 1346048.5234315882 538426.7428107106, 1346075.7411875988 538416.792233249, 1346101.7882874357 538404.2076793923, 1346106.7635761697 538401.281038963, 1346108.519560426 538399.8177187413, 1346190.1728284569 538346.5528628944, 1346191.3434846315 538348.0161831114, 1346317.189023172 538542.9304358226, 1346417.8654540048 538569.8555278011, 1346421.084758481 538570.7335199267, 1346635.6075020884 538628.095672381, 1345499.4856866924 539453.4082739768, 1345497.7297024322 539454.5789301458, 1345495.973718173 539454.5789301551, 1345338.8131270201 539468.3341401807, 1345337.3498068037 539468.6268042241, 1345335.593822544 539468.6268042241, 1345265.9397802807 539474.7727491308, 1345254.233218558 539817.4823436176, 1345772.5412389254 539916.6954542404, 1345857.4138114273 539933.0846406567, 1345862.3891001618 539933.9626327868, 1345862.9744282465 539939.8159136454, 1345862.3891001625 539958.2537483654, 1345862.0964361187 539975.81359096, 1345860.9257799448 539983.1301920216, 1345857.706475471 539982.5448639442, 1345665.7188631836 539946.5471866343, 1345217.3575491249 539862.5526062633, 1345093.5606588821 539839.4321468537, 1345091.8046746235 539839.1394828148, 1345088.5853701502 539828.018249175, 1345060.196957968 539731.4391149475, 1345027.125921095 539618.1781302554, 1345004.298125732 539540.3294947911, 1344992.0062359218 539498.771200666, 1344981.470330368 539462.7735233563, 1344940.49736433 539322.8801107478, 1344858.8440963014 539346.2932342009, 1344712.8047387826 539388.7295204514, 1344649.5893054695 539303.2716198635, 1344510.2812209416 539450.1889695087, 1344508.5252366858 539451.9449537646, 1344494.1846985705 539436.1410954398, 1344491.258058141 539433.7997830926, 1344476.9175200257 539420.9225651971, 1344471.6495672525 539417.410596681, 1344473.405551508 539415.3619483772, 1344608.031011344 539273.419887465, 1344525.4997511848 539215.1797428803, 1344524.9144231002 539214.5944147842, 1344440.3345146365 539179.7673936572, 1344359.2665746906 539144.0623803955, 1344337.9020995458 539134.6971310254, 1344351.3646455288 539010.3149126937, 1344335.5607871988 538952.367432157, 1344358.9739106481 538721.7481661794, 1344682.953006386 538498.1528372387, 1344693.1962478936 538495.8115248915, 1344697.5862085398 538494.9335327521, 1345028.003913223 538441.6686769191, 1345016.5900155415 538380.7945559438, 1344931.7174430366 538365.5760256965, 1345136.2896091796 538272.2161959416, 1345501.8269990364 538103.6417071081, 1345973.8941005906 537853.1212861935, 1345976.2354129348 537851.3653019333, 1345977.9913971932 537850.1946457596, 1345979.4547174112 537849.023989586, 1346342.3581308797 537580.943726091, 1346352.601372389 537574.2124531021, 1346639.1194706068 537392.7607463687, 1346666.3372266134 537375.4935678222, 1346749.1611508168 537323.1067041054, 1346760.5750485002 537345.3491713803, 1346944.953395666 537271.8904965576, 1347027.7773198683 537510.1190276588, 1347028.655311999 537512.460340006, 1346992.9502987394 537467.3900773649, 1346902.5171094139 537415.5885417257, 1346860.0808231623 537408.8572687228, 1346788.9634606834 537434.3190404844, 1346748.8684867744 537515.0943163919, 1346659.8986176653 537614.3074270149, 1346561.8561632202 537669.620931161, 1346560.1001789635 537670.4989232866, 1346558.3441947035 537671.3769154167, 1346469.3743255944 537722.8857870079, 1346417.865454004 537751.8595272716, 1346398.8422912022 537762.6880968772, 1346258.948878592 537887.9483073252)), ((1344229.6164035918 537371.688935258, 1344277.6133066604 537482.3159435594, 1344325.9028737785 537593.5282799477, 1344374.1924408914 537703.8626242058, 1344420.7260237471 537810.684999943, 1344463.454974044 537909.3127824746, 1344521.402454583 538041.8895940026, 1344502.0866277367 538039.2556176168, 1344441.7978348536 537900.8255252254, 1344382.094370055 537763.273424964, 1344301.3190941545 537578.0170856616, 1344256.5414955586 537474.9993424745, 1344175.4735556124 537289.157675104, 1344141.5245266121 537211.0163755824, 1344156.1577287652 537203.6997745114, 1344160.2550253712 537212.7723598381, 1344229.6164035918 537371.688935258)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.64,Elkhorn Garden Plots,EGP,County Parkland,NEIGHBORHOOD,,,,COLUMBIA,21045,"POLYGON ((1360958.8784364727 554570.0914292665, 1361163.743266656 555058.5477172344, 1361170.7672036916 555074.9369036505, 1361225.2027157126 555180.2959591754, 1361233.1046448776 555196.6851455871, 1361337.585708271 555414.7198577218, 1361553.2791080493 555531.2001468773, 1361778.6304212548 555597.342220629, 1361960.960120119 555737.2356332282, 1361977.3493065324 555749.820187085, 1361567.6196461637 555916.3460276192, 1361551.2304597488 555923.0773006174, 1361111.356402937 555309.3608021876, 1361032.9224393822 555199.6117860256, 1360735.8684356145 554785.1995009581, 1360636.9479890387 554647.3547366486, 1360730.015154752 554503.6566914808, 1360809.912438524 554472.9269669427, 1360988.1448407837 554541.9956811238, 1360958.8784364727 554570.0914292665))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.65,Teeter Property,TEE,Natural Resource Areas,NATURAL,,,,LAUREL,21023,"MULTIPOLYGON (((1352939.2983268707 526132.219023239, 1352947.7855841208 526172.3139971517, 1352822.2327096208 526196.8977767737, 1352768.6751897307 526094.4653616827, 1352746.7253864978 526045.0051383859, 1352922.3238123683 526053.785059674, 1352939.2983268707 526132.219023239)), ((1352832.1832870892 526275.3317403202, 1352830.7199668733 526274.746412238, 1352827.5006623978 526273.5757560645, 1352681.1686408385 526213.2869631853, 1352679.4126565778 526212.4089710597, 1352679.4126565782 526212.116307007, 1352654.5362129142 526190.459167819, 1352656.8775252579 526188.1178554718, 1352694.6311868215 526147.437553491, 1352746.725386497 526177.28928588, 1352828.0859904839 526270.9417796785, 1352831.012630917 526274.1610841559, 1352832.1832870892 526275.3317403202)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.66,Benson Branch Park,BBP,County Parkland,REGIONAL,12961 Triadelphia Rd,,,ELLICOTT CITY,21042,"MULTIPOLYGON (((1327492.159777501 582492.8751194006, 1327726.2910119982 582619.8913141136, 1327713.706458143 582881.5329686633, 1327707.853177281 582983.6727197155, 1327689.7080066062 583300.9205424547, 1327683.8547257427 583400.7189811504, 1327682.0987414839 583430.863377597, 1327670.684843804 583626.9482864956, 1327433.9196329194 583591.2432732385, 1327198.0324141642 583555.5382599768, 1327290.8069158327 583220.7305946432, 1326960.9745392336 583029.913638521, 1326666.5545118558 582859.5831654272, 1326603.33907854 583180.6356207303, 1326510.271912829 583512.5166456347, 1326341.697423992 584112.7705980774, 1326321.7962690585 584055.7011096617, 1326264.1414525658 583801.3760561923, 1326143.2712027568 583442.8626033762, 1326108.4441816248 583388.134427303, 1326052.5453493882 583341.6008444541, 1325891.5801256709 583214.8773137752, 1325762.222618612 583130.5900693563, 1325707.4944425498 583089.6171033225, 1325474.2412001817 583350.088101694, 1325283.424244065 583579.244047464, 1325173.0898998084 583712.1135230355, 1325049.5856736125 583864.8841535489, 1324932.520056363 584015.6061357537, 1324838.5748985205 584135.0130653477, 1324700.4374701695 584315.0014518643, 1324594.7857506021 584445.5296151027, 1324445.2344245664 584620.8353769341, 1324427.6745819794 584640.4438678231, 1324307.6823242987 584793.2144983318, 1324208.1765496393 584922.2793413484, 1323502.8562057186 584663.8569912668, 1323284.8214935914 584564.6438806532, 1323053.0315714409 584873.6971101819, 1322977.2315842737 584977.8855095425, 1322793.438565192 584881.0137112715, 1322779.0980270798 584873.4044461478, 1323062.1041567768 583899.7111746804, 1323233.605286045 583310.2857918433, 1322817.437016729 583314.0904243982, 1322505.1644827197 583309.9931277906, 1322091.9228538314 583362.0873274686, 1322096.8981425639 583358.8680229959, 1322746.9049823345 582958.7962760502, 1323230.971309657 582015.2474010246, 1323232.141965829 582013.1987527208, 1322527.4069499942 581116.4761246014, 1322221.8656889764 580784.8877637406, 1322345.0772511293 580559.2437864961, 1322508.9691152803 580753.5727111297, 1322548.1860970564 580787.8144041653, 1322599.4023046033 580810.3495354974, 1322966.1103506326 580298.7727881246, 1323119.1736451865 580101.2245590136, 1322757.7335519313 579678.6176807496, 1322663.4957300473 579558.9180871121, 1322703.5907039552 579528.1883625834, 1322749.8316227659 579489.849372945, 1322799.5845100977 579451.5103832834, 1322846.7034210386 579422.2439789764, 1322918.991439691 579375.7103961182, 1322991.8647864296 579313.9582830174, 1323088.4439206594 579248.6942014098, 1323120.3443013586 579229.6710385984, 1323169.8045246466 579198.0633219396, 1323201.1195772581 579157.0903559059, 1323206.6801940773 579098.264883239, 1323206.6801940792 579066.6571665757, 1323263.1643544 579054.3652767715, 1323852.5897372484 579882.6045188013, 1324099.3055255986 580231.7527222474, 1324332.5587679648 579946.4052802152, 1324394.0182170214 580071.3728266058, 1324557.6174171253 580409.3997964214, 1324557.9100811689 580410.277788547, 1324675.2683624604 580652.6036162557, 1324790.5779954486 580891.1248113958, 1324946.5679304318 581213.3479228679, 1325097.8752407276 581528.2544332738, 1325193.576382827 581726.387990467, 1325345.761685252 581591.4698665823, 1325517.2628145202 581525.3277928398, 1325526.6280639006 581523.8644726229, 1325950.1129342965 581454.5030943984, 1326040.8387876635 581439.5772282084, 1326120.4434073924 581358.8019523055, 1326320.6256128866 581154.8151142538, 1326341.6974239927 581208.3726341395, 1326467.2502984894 581527.0837771002, 1326649.8726613973 581985.6883326694, 1326841.5676096424 582101.2906297039, 1327242.517348718 582344.787113577, 1327430.4076643996 582456.2921140087, 1327492.159777501 582492.8751194006)), ((1322650.0331840646 579520.8717614985, 1322597.06099226 579191.0393849073, 1322863.3852714978 579130.7505920235, 1323001.8153638935 579103.825500059, 1323058.5921882608 579091.2409462023, 1323127.95356648 579080.1197125671, 1323166.8778842157 579074.851759786, 1323173.6091572072 579102.3621798373, 1323172.7311650754 579145.9691222662, 1323140.24545629 579179.3328231855, 1323098.9798262112 579201.5752904556, 1323069.713421899 579219.1351330455, 1322974.304943842 579283.5212225415, 1322902.0169251913 579345.2733356282, 1322827.9729222816 579392.684910612, 1322779.683355164 579422.5366430104, 1322730.8084599648 579460.2903045854, 1322679.0069243326 579502.1412627398, 1322650.0331840646 579520.8717614985)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.67,Poplar Springs Park,POP,County Parkland,HISTORIC,,,,Mount Airy,21771,"POLYGON ((1285240.25187212 611060.3976965224, 1285220.9360452741 611070.9336020848, 1285340.0503108264 611297.1629074113, 1285178.792423067 611388.7667529153, 1285043.581635143 611464.5667400805, 1284514.7377092256 611513.1489712377, 1284498.9338508942 611466.3227243362, 1284417.8659109513 611224.5822247189, 1284646.1438645867 611122.4424736666, 1284818.8156500251 611046.9351505402, 1284881.1530912106 611020.302722619, 1284946.1245087832 611141.17297243, 1285129.3321997784 611053.373759495, 1285115.5769897518 611024.1073551786, 1285196.3522656513 610977.281108277, 1285240.25187212 611060.3976965224))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.68,Centennial Park Access Pathway,CPP,County Parkland,REGIONAL,,,,,,"MULTIPOLYGON (((1355739.8005554965 573789.6318050713, 1355762.9210149008 573986.0093779995, 1355786.04147431 574332.5236050596, 1355800.674676463 574559.045574439, 1355803.0159888095 574578.9467293666, 1355806.5279573277 574598.8478842896, 1355811.7959101042 574618.1637111398, 1355818.2345190502 574637.4795379993, 1355826.136448215 574655.91737271, 1355835.209033552 574673.7698793386, 1355845.744939106 574691.0370578851, 1355811.2105820167 574729.08338348, 1355745.3611723133 574571.9227923297, 1355739.5078914526 574368.228618312, 1355715.2167758748 574005.3252048403, 1355690.0476681648 573809.8256240471, 1355653.7573268164 573637.4465026448, 1355621.856946116 573234.7407793038, 1355631.2221954996 573017.2913952698, 1355652.2940066045 573019.632707617, 1355645.8553976552 573239.1307399501, 1355690.9256602952 573621.349980272, 1355739.8005554965 573789.6318050713)), ((1355286.4639527018 573266.6411600107, 1355317.4863412732 573121.1871305777, 1355335.3388479042 573114.1631935547, 1355567.71409814 573026.0713165577, 1355584.1032845571 573019.9253716556, 1355596.1025103247 573153.380175328, 1355579.7133239093 573159.5261202254, 1355304.3164593326 573260.2025510607, 1355286.4639527018 573266.6411600107)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.69,Governors Run Playground,GRP,County Parkland,Neighborhood,,,,Ellicott City,21044,"POLYGON ((1368756.6192013884 586887.2257268592, 1368691.3551197734 586813.4743879886, 1368735.5473902822 586775.4280623842, 1368780.0323248396 586809.3770913902, 1368805.201432548 586859.7153068032, 1368756.6192013884 586887.2257268592))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks.70,Meadowbrook Park,MBP,County Parkland,COMMUNITY,,,,ELLICOTT CITY,21043,"MULTIPOLYGON (((1363117.2757544902 574892.6825835849, 1363171.4186024691 574842.0517041286, 1363171.418602466 574768.3003652579, 1363171.418602467 574745.1799058575, 1363171.418602466 574740.7899452066, 1363196.0023820887 574566.9475035967, 1363216.196201065 574422.0788022504, 1363216.4888651082 574421.2008101157, 1363197.465702306 574286.8680143363, 1363176.3938912007 574137.0240242523, 1363167.9066339491 574077.0278954073, 1363067.8155312007 573940.3537872715, 1363096.4966074284 573914.5993514805, 1363128.1043240856 573891.7715561189, 1363161.7606890437 573872.7483933074, 1363197.1730382629 573856.944534992, 1363204.48963934 573854.3105585967, 1363241.3653087735 574001.5205722809, 1363244.8772772907 574009.4225014432, 1363295.215492707 574122.6834861352, 1363298.4347971827 574127.0734467861, 1363307.2147184762 574139.3653365949, 1363377.4540888262 574235.9444708319, 1363419.8903750763 574294.4772794506, 1363489.5444173415 574311.7444579924, 1363622.9992210045 574345.1081589117, 1363757.9173448833 574338.0842218748, 1363875.2756261744 574344.8154948637, 1363981.8053378707 574357.4000487204, 1363999.9505085428 574355.0587363732, 1364033.3142094603 574350.6687757316, 1364082.1891046604 574371.1552587553, 1364143.6485537144 574396.9096945369, 1364185.2068478372 574422.6641303372, 1364256.6168743593 574492.6108366345, 1364326.270916622 574510.7560073158, 1364372.219171394 574506.6587107129, 1364423.7280429804 574486.1722276937, 1364494.5527414165 574428.5174111959, 1364522.3558255124 574386.9591170709, 1364519.136521039 574302.9645366998, 1364489.5774526848 574224.8232371828, 1364457.969736027 574177.4116621992, 1364376.0238039547 574052.7367798333, 1364294.9558640101 573914.8920155239, 1364273.0060607758 573873.3337213942, 1364195.7427533919 573728.1723560093, 1364181.1095512342 573694.80865509, 1364421.972058723 573726.7090357969, 1364604.3017575871 573752.4634715879, 1364632.1048416854 574008.2518452789, 1364632.1048416856 574025.2263597773, 1364634.7388180713 574030.7869765925, 1364659.907925782 574263.4548908832, 1364659.9079257818 574268.1375155728, 1364668.9805111182 574393.6903900689, 1364664.2978864291 574515.4386319915, 1364641.4700910642 574677.5745118934, 1363468.1799421934 575291.5836743573, 1363360.479574322 575353.628451506, 1363232.5853874797 575444.3543048705, 1363114.641778102 575547.9573761397, 1363052.5970009607 575613.8067858388, 1363243.1212930332 575850.571996723, 1363426.6216480683 576076.2159739721, 1363162.9313452183 576308.5912242101, 1362919.7275253828 576516.6753588647, 1362773.1028397805 576598.9139549753, 1362614.7715924517 576653.3494670099, 1362456.7330091654 576668.5679972478, 1362335.8627593569 576658.9100838251, 1362229.918375748 576634.6189682371, 1362111.0967742412 576588.3780494317, 1361911.7925608729 576461.0691906753, 1361606.8366279416 576178.9410531019, 1361479.8204332292 575981.3928239956, 1361497.3802758167 575765.4067601737, 1361621.7624941403 575518.6909718327, 1361630.8350794793 575522.2029403441, 1361751.1200012015 575574.2971400174, 1361823.7006838953 575605.3195285848, 1361917.0605136503 575533.6168380319, 1362005.7377187158 575465.4261159718, 1362176.9461839425 575334.0199606171, 1362422.1986520763 575145.8369808855, 1362466.683586631 575111.302623802, 1362596.04109369 575000.0902874183, 1362632.038770995 574969.0678988416, 1362727.154585008 574940.9721507035, 1362727.7399130967 574940.6794866602, 1362840.4155696977 574864.5868354515, 1362941.6773286182 574835.6130951878, 1362999.624809156 574854.6362579807, 1363117.2757544902 574892.6825835849)), ((1361135.647518517 575066.8176892475, 1360882.200457174 575066.5250251995, 1360901.8089480628 574968.7752347982, 1361014.1919406217 574840.8810479504, 1360940.4406017568 574770.6416776143, 1361000.144066553 574616.700390923, 1361046.9703134515 574494.9521489909, 1361206.472216954 574161.6078038743, 1361229.885340402 574166.8757566462, 1361252.7131357659 574170.0950611235, 1361230.4706684898 574336.0355735756, 1361214.0814820745 574470.0757053256, 1361178.3764688137 574735.5219924347, 1361149.6953925858 574950.6300641217, 1361139.4521510766 575021.4547625676, 1361135.647518517 575066.8176892475)), ((1361180.132453073 575163.3968234707, 1361183.351757547 575093.4501171734, 1361189.2050384078 575027.3080434263, 1361199.1556158757 574957.3613371197, 1361227.836692102 574742.2532654235, 1361263.5417053625 574476.5143142664, 1361280.223555818 574342.4741825211, 1361297.4907343648 574211.3606912052, 1361301.8806950103 574179.1676464642, 1361335.5370599704 574187.069575622, 1361375.6320338752 574200.2394575701, 1361416.0196718283 574220.4332765365, 1361492.9903151693 574258.1869381068, 1361488.8930185651 574267.2595234334, 1361441.7741076208 574367.3506261865, 1361440.60345145 574369.6919385337, 1361440.310787405 574370.5699306638, 1361401.3864696708 574471.5390255379, 1361370.3640810999 574552.3143014408, 1361363.3401440661 574577.7760731931, 1361333.488411667 574688.1104174511, 1361315.6359050374 574753.3744990679, 1361308.6119680002 574796.3961134007, 1361290.4667973283 574908.1937778711, 1361282.2722041195 574959.1173213801, 1361279.9308917755 575000.0902874138, 1361278.7602356023 575021.1620985196, 1361272.614290697 575132.3744349033, 1361270.5656423965 575167.4941200828, 1361277.58957943 575313.8261416414, 1361280.8088839063 575375.5782547375, 1361194.4729911857 575396.6500658435, 1361188.0343822364 575351.2871391589, 1361181.303109244 575254.4153408831, 1361180.132453073 575163.3968234707)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
